City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
267,Naze,11,JP,1611665371,87,28.3667,129.4833,15.46,5.61
268,Chhor,0,PK,1611665372,25,25.5167,69.7667,15.94,1.55
269,Komsomol'skoye,100,RU,1611665374,97,55.2567,47.5461,-2.05,6.13
270,Marsaxlokk,20,MT,1611665375,72,35.8419,14.5431,15.0,13.89
271,Lakatoro,99,VU,1611665375,80,-16.0999,167.4164,27.74,6.47
272,Zyryanka,100,RU,1611665376,82,65.75,150.85,-35.97,4.08
273,Montes Claros,75,BR,1611665377,57,-16.735,-43.8617,26.0,4.12
274,Baião,100,BR,1611665377,75,-2.7906,-49.6717,28.07,0.81
275,Cidreira,0,BR,1611665378,64,-30.1811,-50.2056,27.92,1.96
276,Nagato,75,JP,1611665378,94,34.3833,131.2,12.0,2.06
277,Nador,20,MA,1611665104,72,35.174,-2.9287,21.0,8.75
278,Puerto Escondido,0,MX,1611665380,60,15.85,-97.0667,24.2,1.74
279,Bubaque,0,GW,1611665381,52,11.2833,-15.8333,24.96,0.33
280,Kiryat Gat,100,IL,1611665314,56,31.61,34.7642,21.67,0.45
281,Alofi,100,NU,1611665382,94,-19.0595,-169.9187,24.0,3.6
282,Saint-Pierre,20,RE,1611665383,62,-21.3393,55.4781,30.0,4.63
283,Mealhada,100,PT,1611665383,96,40.3781,-8.4499,16.11,1.75
284,Salta,40,AR,1611665271,73,-24.7859,-65.4117,21.0,1.54
285,Black River,20,JM,1611665384,78,18.0264,-77.8487,23.33,1.54
286,Calvinia,38,ZA,1611665385,13,-31.4707,19.776,30.83,7.38
287,Fernie,98,CA,1611665386,92,49.5,-115.0687,-11.0,1.54
288,Santa Cruz de la Sierra,90,BO,1611665105,100,-17.8,-63.1667,24.0,7.72
289,Sitka,90,US,1611665387,86,57.0531,-135.33,-1.0,1.54
290,Tura,0,IN,1611665387,50,25.5198,90.2201,15.19,1.13
291,Katrineholm,20,SE,1611665389,74,58.9959,16.2072,-2.0,4.12
292,Marquette,100,US,1611665389,79,46.5333,-87.6335,-6.11,5.13
293,Buala,99,SB,1611665390,75,-8.145,159.5921,26.95,3.15
294,Emerald,0,AU,1611665391,54,-23.5333,148.1667,30.0,5.14
295,Kyshtovka,100,RU,1611665391,92,56.555,76.6271,-19.21,4.87
296,Sampit,100,ID,1611665392,92,-2.5333,112.95,24.77,1.03
297,Coquimbo,90,CL,1611665393,100,-29.9533,-71.3436,15.0,1.54
298,Coos Bay,75,US,1611665394,93,43.3665,-124.2179,2.0,5.66
299,Miraflores,1,MX,1611665394,66,19.2167,-98.8083,10.0,2.06
300,Pimenta Bueno,96,BR,1611665395,75,-11.6725,-61.1936,27.88,1.28
301,Cherskiy,65,RU,1611665396,82,68.75,161.3,-39.38,0.41
302,Chokurdakh,26,RU,1611665396,78,70.6333,147.9167,-38.5,1.66
303,Murray Bridge,0,AU,1611665149,93,-35.1167,139.2667,15.0,0.45
304,Maningrida,100,AU,1611665398,81,-12.0667,134.2667,27.26,4.32
305,Biskamzha,100,RU,1611665399,86,53.4497,89.5272,-23.42,1.29
306,Lüderitz,71,NA,1611665399,57,-26.6481,15.1594,23.32,12.5
307,Kabansk,100,RU,1611665400,71,52.0486,106.6528,-22.0,3.0
308,Semporna,20,MY,1611665400,94,4.4818,118.6112,26.0,3.78
309,Santarém,90,BR,1611665401,94,-2.4431,-54.7083,24.0,2.57
310,Meiktila,0,MM,1611665402,39,20.8667,95.8667,22.04,0.85
311,Saint-Michel-des-Saints,19,CA,1611665403,93,46.6834,-73.9159,-18.89,1.09
312,Pierre,90,US,1611665113,78,44.3683,-100.351,-11.67,1.54
313,Port Hawkesbury,40,CA,1611665404,86,45.6169,-61.3485,0.0,2.57
314,Shenjiamen,91,CN,1611665405,91,29.9576,122.298,8.11,5.66
315,Guerrero Negro,0,MX,1611665406,60,27.9769,-114.0611,12.16,6.54
316,Bukachacha,100,RU,1611665407,86,52.9833,116.9167,-22.65,1.77
317,Caucayá,99,CO,1611665408,97,-0.1934,-74.7819,22.47,0.79
318,Pochutla,0,MX,1611665409,69,15.7432,-96.4661,21.67,1.51
319,Haines Junction,83,CA,1611665409,78,60.7522,-137.5108,-14.0,1.03
320,Los Llanos de Aridane,75,ES,1611665410,68,28.6585,-17.9182,20.0,5.14
321,Okhotsk,0,RU,1611665411,77,59.3833,143.3,-26.84,3.88
322,Muroto-misakicho,100,JP,1611665411,85,33.2833,134.15,17.6,12.0
323,Kendari,100,ID,1611665177,88,-3.945,122.4989,25.14,0.64
324,Chicama,75,PE,1611665413,94,-7.8447,-79.1469,19.0,2.57
325,Saint-Augustin,0,CA,1611665413,93,51.226,-58.6502,-1.98,6.42
326,Marzuq,77,YE,1611665414,15,14.4,46.4667,26.32,2.23
327,Kalmunai,79,LK,1611665415,76,7.4167,81.8167,24.34,4.68
328,Mount Isa,93,AU,1611665416,78,-20.7333,139.5,26.0,3.09
329,Poum,38,NC,1611665418,79,-20.2333,164.0167,26.89,9.57
330,Wairoa,0,NZ,1611665418,86,-39.0333,177.3667,19.44,1.66
331,Nara,100,JP,1611665322,91,34.6851,135.8049,12.22,1.38
332,Yar-Sale,100,RU,1611665419,88,66.8333,70.8333,-29.45,1.65
333,Isangel,90,VU,1611665420,83,-19.55,169.2667,26.0,4.12
334,Makkah al Mukarramah,82,SA,1611664838,36,21.4267,39.8261,29.84,4.77
335,Izumo,75,JP,1611665422,100,35.3667,132.7667,9.0,2.57
336,Hambantota,20,LK,1611665423,70,6.1241,81.1185,29.0,2.06
337,Yuncheng,94,CN,1611665424,61,35.0231,110.9928,4.26,1.13
338,Kavieng,34,PG,1611665425,76,-2.5744,150.7967,28.34,4.47
339,Tazmalt,0,DZ,1611665425,46,36.3868,4.3989,14.92,4.25
340,Rapu-Rapu,100,PH,1611665426,76,13.1866,124.1256,26.67,5.7
341,Rabak,28,SD,1611665427,16,13.1809,32.74,37.25,6.05
342,Walvis Bay,96,NA,1611665428,86,-22.9575,14.5053,22.22,4.37
343,Salym,100,RU,1611665429,94,60.0625,71.4789,-16.39,4.26
344,San Quintín,100,MX,1611665430,63,30.4833,-115.95,11.39,11.27
345,East London,20,ZA,1611665430,65,-33.0153,27.9116,25.0,9.77
346,Valparaíso,90,CL,1611665431,100,-33.0393,-71.6273,16.67,1.54
347,Karratha,41,AU,1611665431,48,-20.7377,116.8463,30.05,9.25
348,Vuktyl,100,RU,1611665432,97,63.8567,57.3094,0.8,3.81
349,Fes,40,MA,1611665207,68,34.0372,-4.9998,18.0,2.06
350,Tuktoyaktuk,100,CA,1611665433,89,69.4541,-133.0374,-27.94,4.68
351,Karasjok,75,NO,1611665434,86,69.4719,25.5112,-7.0,5.9
352,Severo-Kuril'sk,84,RU,1611665435,94,50.6789,156.125,-5.53,9.29
353,Khasan,44,RU,1611665435,85,42.4308,130.6434,-0.23,9.26
354,Kushiro,100,JP,1611665436,96,42.975,144.3747,-6.69,2.16
355,Lata,100,PT,1611665437,97,40.1629,-8.3327,16.11,2.68
356,Morgan City,90,US,1611665438,100,29.6994,-91.2068,21.11,1.16
357,Howard Springs,75,AU,1611665438,94,-12.497,131.047,25.0,2.49
358,Russell,90,US,1611665439,94,32.3502,-85.1999,20.0,1.54
359,Olafsvik,99,IS,1611665439,89,64.8945,-23.7142,-3.31,11.84
360,Poso,100,ID,1611665440,72,-1.3959,120.7524,27.22,1.18
361,Ozorków,75,PL,1611665441,86,51.9634,19.2914,1.11,6.69
362,Northam,100,GB,1611665441,94,51.0333,-4.2167,8.33,7.15
363,Ekimchan,100,RU,1611665442,87,53.0667,132.9667,-23.82,1.65
364,Lloydminster,1,CA,1611665444,76,53.2835,-110.0016,-26.0,6.17
365,Hermosillo,86,MX,1611665410,82,29.0667,-110.9667,8.89,5.78
366,Aksarka,100,RU,1611665445,87,66.5606,67.7975,-29.9,4.82
367,Lompoc,0,US,1611665446,87,34.6391,-120.4579,4.0,1.54
368,Betong,100,TH,1611665338,74,5.7743,101.0723,22.1,0.9
369,Berezniki,100,RU,1611665447,96,59.4152,56.8124,-3.33,0.45
370,San Antonio,1,US,1611665194,76,29.4241,-98.4936,8.0,2.57
371,Selishche,100,RU,1611665448,96,56.8879,33.2691,0.53,5.84
372,Yumen,0,CN,1611665449,73,40.2833,97.2,-5.03,10.48
373,Rosarito,40,MX,1611665450,57,32.3333,-117.0333,10.56,6.69
374,Mogadishu,0,SO,1611665450,61,2.0371,45.3438,28.0,8.75
375,Hīt,0,IQ,1611665451,26,33.6416,42.8251,17.43,2.36
376,Marawi,100,PH,1611665451,90,7.9986,124.2928,25.0,6.71
377,Kropotkin,100,RU,1611665452,70,45.4375,40.5756,5.0,3.85
378,São Miguel do Araguaia,74,BR,1611665448,74,-13.275,-50.1628,27.43,2.87
379,Liwale,0,TZ,1611665454,52,-9.7667,37.9333,29.54,2.16
380,San Rafael,0,AR,1611665454,16,-34.6177,-68.3301,25.9,6.29
381,Broome,20,US,1611665455,68,42.2506,-75.833,-4.44,4.63
382,Il’inskiy,75,RU,1611665456,93,55.619,38.1182,2.0,9.0
383,Monrovia,75,LR,1611665456,70,6.3005,-10.7969,31.0,1.65
384,Baft,0,IR,1611665457,39,29.234,56.6057,9.11,4.57
385,Nouadhibou,0,MR,1611665458,43,20.931,-17.0347,24.0,6.17
386,Waingapu,99,ID,1611665458,82,-9.6567,120.2641,26.04,2.8
387,Vavozh,100,RU,1611665459,98,56.7751,51.931,-2.12,3.59
388,Soyo,75,AO,1611665459,74,-6.1349,12.3689,30.0,3.09
389,Dunedin,100,NZ,1611665460,60,-45.8742,170.5036,19.44,4.02
390,Hailar,95,CN,1611665461,89,49.2,119.7,-21.73,5.81
391,Tateyama,75,JP,1611665461,93,34.9833,139.8667,11.0,1.54
392,Imbituva,95,BR,1611665462,91,-25.23,-50.6044,20.33,1.57
393,Sarkand,0,KZ,1611665463,83,45.41,79.9186,-9.63,1.06
394,Marathon,90,US,1611665463,73,44.9,-89.7668,-10.56,4.12
395,Novy Urengoy,100,RU,1611665464,85,66.0833,76.6333,-31.22,6.44
396,Marsh Harbour,99,BS,1611665465,82,26.5412,-77.0636,23.44,5.57
397,Masunga,40,BW,1611665465,65,-20.6246,27.4488,27.0,2.57
398,Atambua,100,ID,1611665462,86,-9.1061,124.8925,24.0,1.26
399,Kalabo,100,ZM,1611665467,75,-14.97,22.6814,25.07,2.67
400,Port-Gentil,40,GA,1611665467,70,-0.7193,8.7815,30.0,5.66
401,Wenatchee,90,US,1611665280,74,47.4235,-120.3103,-2.0,0.1
402,Kieta,35,PG,1611665468,81,-6.2167,155.6333,26.99,3.44
403,Ndungu,35,TZ,1611665469,63,-4.3667,38.05,27.6,2.87
404,Mnogovershinnyy,100,RU,1611665470,88,53.9353,139.9242,-25.47,1.78
405,Caarapó,100,BR,1611665470,85,-22.6342,-54.8222,22.96,3.91
406,Turukhansk,100,RU,1611665471,78,65.8167,87.9833,-37.49,4.17
407,Rio Claro,0,BR,1611665472,83,-22.4114,-47.5614,26.67,1.54
408,Tailai,0,CN,1611665472,73,46.3833,123.4,-13.57,5.53
409,Clyde River,1,CA,1611665473,78,70.4692,-68.5914,-14.0,8.75
410,Vieste,0,IT,1611665473,54,41.8825,16.175,8.9,14.49
411,Lerwick,20,GB,1611665218,80,60.1545,-1.1494,2.0,1.03
412,Broken Hill,0,AU,1611665475,78,-31.95,141.4333,21.0,4.12
413,São Francisco,0,BR,1611665475,61,-15.9486,-44.8644,27.7,3.24
414,Frederico Westphalen,100,BR,1611665476,85,-27.3592,-53.3944,25.0,3.44
415,Wad Rāwah,91,SD,1611665477,18,15.1603,33.1397,35.55,6.58
416,São Simão,0,BR,1611665478,69,-21.4792,-47.5508,25.0,3.09
417,Touros,40,BR,1611665478,69,-5.1989,-35.4608,28.0,4.12
418,Rockland,71,US,1611665479,63,41.1668,-74.0496,0.0,1.67
419,Kortkeros,75,RU,1611665479,100,61.8106,51.5806,0.0,4.0
420,Sarāhan,0,IN,1611665480,57,31.5167,77.8,2.15,2.46
421,Punta Alta,0,AR,1611665481,38,-38.8759,-62.0736,24.56,1.92
422,Grand Forks,90,US,1611665481,77,47.9417,-97.4337,-20.56,7.72
423,Yuancheng,100,CN,1611665482,75,36.652,107.7896,-0.61,0.73
424,Necochea,100,AR,1611665483,74,-38.5473,-58.7368,22.78,0.89
425,Aktau,0,KZ,1611665484,36,43.65,51.2,7.0,8.0
426,Kutum,0,SD,1611665484,13,14.2,24.6667,29.28,3.39
427,Leningradskiy,100,RU,1611665485,87,69.3833,178.4167,-27.91,5.86
428,Agapovka,99,RU,1611665485,64,53.2973,59.1348,-1.0,5.0
429,Dalvik,75,IS,1611665486,80,65.9702,-18.5286,-5.0,1.54
430,Wanning,16,CN,1611665487,90,18.8003,110.3967,19.9,3.3
431,Chokwé,100,MZ,1611665487,60,-24.5333,32.9833,32.35,0.69
432,Egvekinot,100,RU,1611665488,91,66.3167,-179.1667,-23.59,4.45
433,Presidente Médici,80,BR,1611665488,82,-11.1753,-61.9014,27.02,0.95
434,Champerico,0,GT,1611665489,83,14.3,-91.9167,21.0,1.84
435,Boguchany,3,RU,1611665490,77,58.3814,97.4531,-40.39,0.18
436,‘Āhuimanu,90,US,1611665490,78,21.4447,-157.8378,24.0,6.17
437,Lichinga,75,MZ,1611665491,78,-13.3128,35.2406,22.0,8.75
438,Morant Bay,20,JM,1611665492,69,17.8815,-76.4093,25.0,1.54
439,Ulladulla,90,AU,1611665492,100,-35.35,150.4667,21.67,5.66
440,Nabire,100,ID,1611665493,93,-3.3667,135.4833,24.84,2.46
441,Bom Jesus do Galho,45,BR,1611665494,67,-19.8289,-42.3161,25.5,2.8
442,Chibombo,100,ZM,1611665495,97,-14.6569,28.0706,18.03,2.99
443,Cayenne,75,GF,1611665495,89,4.9333,-52.3333,27.0,4.12
444,Port Shepstone,95,ZA,1611665496,75,-30.7414,30.455,26.45,3.42
445,Beyneu,62,KZ,1611665497,77,45.3167,55.2,2.82,6.63
446,Bansko,100,BG,1611665497,87,41.8383,23.4885,0.56,4.47
447,Cabinda,75,AO,1611665498,74,-5.55,12.2,30.0,3.09
448,Arman',93,RU,1611665498,80,59.7,150.1667,-23.16,6.02
449,Fort Saint James,100,CA,1611665499,95,54.4333,-124.25,-10.2,0.91
450,Kahului,90,US,1611665500,88,20.8947,-156.47,22.0,7.2
451,Brae,20,GB,1611665500,80,60.3964,-1.353,2.0,1.03
452,San Vicente de Cañete,22,PE,1611665245,67,-13.0751,-76.3835,23.29,1.62
453,Salalah,0,OM,1611665503,57,17.0151,54.0924,26.0,3.6
454,Cauquenes,0,CL,1611665503,43,-35.9671,-72.3225,17.82,2.65
455,Āsosa,49,ET,1611665504,20,10.0667,34.5333,31.51,1.25
456,Pangnirtung,75,CA,1611665505,92,66.1451,-65.7125,-21.0,2.06
457,Obo,99,CF,1611665505,20,5.3998,26.4869,35.11,3.76
458,Umeå,20,SE,1611665507,92,63.8284,20.2597,-10.0,1.03
459,São João da Barra,0,BR,1611665507,51,-21.6403,-41.0511,30.0,6.17
460,Nemuro,100,JP,1611665508,93,43.3236,145.575,-4.4,4.77
461,Faya,0,SA,1611665508,43,18.3851,42.4509,25.0,5.14
462,Margate,100,GB,1611665479,70,51.3813,1.3862,6.11,0.45
463,Dédougou,0,BF,1611665510,8,12.4667,-3.4667,35.71,4.81
464,Petropavlivka,100,UA,1611665512,64,48.4564,36.4367,6.93,3.89
465,Zhangjiakou Shi Xuanhua Qu,0,CN,1611665512,77,40.6103,115.0447,-5.24,1.7
466,Yining,19,CN,1611665513,77,29.0361,114.5636,7.34,1.19
467,Fraga,20,ES,1611665513,71,41.5229,0.3489,10.0,2.06
468,Oromocto,90,CA,1611665514,80,45.8351,-66.4792,-4.0,3.6
469,Tynda,100,RU,1611665515,86,55.1667,124.7167,-27.93,3.01
470,Ayodhya,0,IN,1611665515,42,26.8,82.2,13.78,2.54
471,Souillac,20,MU,1611665516,51,-20.5167,57.5167,31.0,3.6
472,Balaipungut,20,ID,1611665516,83,1.05,101.2833,26.0,1.54
473,Taoudenni,0,ML,1611665517,11,22.6783,-3.9836,31.33,5.72
474,Tahe,100,CN,1611665518,88,52.3333,124.7333,-25.11,1.67
475,Bilibino,99,RU,1611665518,81,68.0546,166.4372,-30.89,1.72
476,Anloga,100,GH,1611665519,52,5.7947,0.8973,33.0,4.63
477,Auki,100,SB,1611665520,84,-8.7676,160.7034,26.55,4.14
478,Santa Isabel,0,BR,1611665414,73,-23.3156,-46.2214,24.0,5.14
479,San Juan,63,AR,1611665521,29,-31.5375,-68.5364,30.01,3.25
480,Tonstad,86,NO,1611665521,93,58.6626,6.7169,1.11,1.17
481,Sørland,75,NO,1611665522,86,67.667,12.6934,0.0,4.63
482,Maniitsoq,97,GL,1611665523,90,65.4167,-52.9,-10.63,2.46
483,Katangli,100,RU,1611665524,87,51.7102,143.2326,-22.6,3.06
484,Brownsville,90,US,1611665422,88,25.9018,-97.4975,21.0,2.06
485,Businga,100,CD,1611665525,27,3.3333,20.8833,36.56,1.32
486,Samarai,99,PG,1611665526,74,-10.6167,150.6667,28.35,2.17
487,Ayan,100,RU,1611665526,85,56.45,138.1667,-23.9,2.07
488,Tazovsky,100,RU,1611665527,86,67.4667,78.7,-31.23,6.86
489,Bongaree,40,AU,1611665528,88,-27.0797,153.1586,24.44,3.09
490,Najrān,0,SA,1611665528,19,17.4924,44.1277,25.0,2.06
491,Storslett,75,NO,1611665530,73,69.7678,21.0247,-6.0,4.63
492,Rače,40,SI,1611665531,60,46.4519,15.6814,4.0,3.09
493,Fengrun,0,CN,1611665531,61,39.8333,118.1167,0.0,0.89
494,Kambove,100,CD,1611665532,98,-10.8764,26.5969,17.4,0.74
495,Sinjār,2,IQ,1611665533,38,36.3209,41.8754,12.5,1.03
496,Fort Nelson,90,CA,1611665533,78,58.8053,-122.7002,-19.0,1.03
497,Saint George,90,US,1611665480,74,37.1041,-113.5841,0.0,5.14
498,Bathsheba,20,BB,1611665535,69,13.2167,-59.5167,26.0,8.23
499,Rimbey,100,CA,1611665535,92,52.6334,-114.2353,-18.0,4.12
500,Los Aquijes,100,PE,1611665536,78,-14.0967,-75.6908,21.0,1.54
501,Arrondissement de Troyes,0,FR,1611665536,75,48.3333,4.0833,4.0,3.09
502,Gimli,13,CA,1611665537,76,50.6336,-96.9907,-31.0,2.33
503,Horki,90,BY,1611665538,100,54.2861,30.9842,1.0,7.0
504,Ko Samui,20,TH,1611665340,74,9.5357,99.9357,28.0,4.12
505,Bud,89,US,1611665539,99,39.447,-86.1758,2.78,4.54
506,Victoria Point,0,AU,1611665369,78,-27.5833,153.3,25.56,0.89
507,Cabedelo,40,BR,1611665540,70,-6.9811,-34.8339,29.0,4.63
508,Pingliang,100,CN,1611665541,89,35.5392,106.6861,-5.56,1.79
509,Oktyabr'skiy,100,RU,1611665366,97,54.4815,53.471,-5.02,5.01
510,Vizinga,100,RU,1611665543,98,61.0749,50.1031,-1.39,2.66
511,Port Lincoln,0,AU,1611665544,75,-34.7333,135.8667,17.41,7.28
512,Forsytheganj,100,BY,1611665544,98,52.6333,29.7333,0.16,9.0
513,Acarí,90,PE,1611665545,56,-15.4311,-74.6158,24.78,1.91
514,Gizo Government Station,94,SB,1611665545,72,-8.103,156.8419,28.81,4.93
515,Cartagena del Chairá,97,CO,1611665546,94,1.3349,-74.8429,22.85,0.14
516,Ekibastuz,100,KZ,1611665547,97,51.6667,75.3667,-4.37,6.8
517,Sal Rei,0,CV,1611665547,65,16.1833,-22.9167,25.0,7.2
518,San Blas,25,MX,1611665548,88,21.5167,-105.2667,15.51,1.27
519,Solhan,90,TR,1611665548,51,38.9634,41.0293,1.0,1.03
520,Saurimo,75,AO,1611665549,54,-9.6608,20.3916,29.0,4.12
521,Gladstone,75,AU,1611665550,73,-23.85,151.25,26.0,3.6
522,Namwala,100,ZM,1611665550,93,-15.7504,26.4384,21.13,2.41
523,Boa Vista,0,BR,1611665551,69,2.8197,-60.6733,26.0,5.14
524,Acajutla,0,SV,1611665262,70,13.5928,-89.8275,25.4,1.92
525,Moree,51,AU,1611665552,37,-29.4667,149.85,29.0,4.63
526,Nioro,0,GM,1611665553,7,13.35,-15.75,36.69,4.96
527,Lavrentiya,100,RU,1611665553,93,65.5833,-171.0,-15.29,2.37
528,Barra de Tecoanapa,0,MX,1611665554,66,16.5167,-98.75,22.38,2.04
529,Staritsa,100,RU,1611665554,95,56.5075,34.9354,0.88,6.17
530,Qeshm,0,IR,1611665555,53,26.9581,56.2719,23.0,4.12
531,Karatau,28,KZ,1611665556,94,43.1667,70.4667,-9.46,1.07
532,Inta,100,RU,1611665556,90,66.0317,60.1659,-22.71,5.84
533,Ségou,0,ML,1611665557,9,13.4317,-6.2157,34.48,6.03
534,Belyy Yar,23,RU,1611665558,76,53.6039,91.3903,-31.0,1.0
